Date,Vessel ID/ Length,Surveyor,Port,Area fished,% of total catch surveyed,Gear Type,No. of gears,Species ID,COMMON_NAME,% of individuals sampled out of total,Length,Length Type,Weight (kg)
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,29,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,29,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,34,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,31.5,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,33,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,35,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,LUTJSY,Lane snapper,100,25,FL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,ACANCO,Blue Tang,100,18,FL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,ACANCO,Blue Tang,100,16,FL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,ACANCO,Blue Tang,100,18,FL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,ACANCO,Blue Tang,100,19,FL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,ACANCO,Blue Tang,100,17.5,FL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,BALIVE,Queen Triggerfish,100,25,FL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,BALIVE,Queen Triggerfish,100,31,FL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,BALIVE,Queen Triggerfish,100,28,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCH,Doctorfish,100,24,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCH,Doctorfish,100,25,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCH,Doctorfish,100,25.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCH,Doctorfish,100,24.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCH,Doctorfish,100,22,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCH,Doctorfish,100,24.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,33.5,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,28,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,29,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,35.5,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,39,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,31,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,32,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,28,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,29,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,32.5,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,32,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,34.5,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,31,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,31,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,29,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SERRGU,Red Hind,100,30.5,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,17.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,17,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,17.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,17.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,18,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,17.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,18,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,18,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,18,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,19,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,20,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,19.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,20.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,16,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,16,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,16.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,18.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,17.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,17,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,15.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,16,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,ACANCO,Blue tang,100,19.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,LUTJSY,Lane snapper,100,22.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,LUTJSY,Lane snapper,100,24.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,LUTJSY,Lane snapper,100,27,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,LUTJSY,Lane snapper,100,21,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,LUTJSY,Lane snapper,100,19,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,LUTJSY,Lane snapper,100,23.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,HOLOAD,Squirrelfish,100,22,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,SCARVI,Redtail Parrotfish,100,31,TL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,BALIVE,Queen triggerfish,100,37.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,BALIVE,Queen triggerfish,100,36.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,BALIVE,Queen triggerfish,100,34.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,BALIVE,Queen triggerfish,100,31.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,BALIVE,Queen triggerfish,100,39,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,BALIVE,Queen triggerfish,100,27,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,BALIVE,Queen triggerfish,100,38.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,BALIVE,Queen triggerfish,100,37,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,BALIVE,Queen triggerfish,100,31.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,BALIVE,Queen triggerfish,100,32.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,BALIVE,Queen triggerfish,100,33.5,FL,
1/25/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",80,pots,25,BALIVE,Queen triggerfish,100,36,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,21.5,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,19.5,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,18.5,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,18,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,19,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,18,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,16.5,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,18,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,21,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,18.5,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,16,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,18.5,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,16,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,18.5,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,21,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCO,Blue tang,100,20.5,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCH,Doctorfish,100,17.5,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCH,Doctorfish,100,17,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCH,Doctorfish,100,18,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCH,Doctorfish,100,16.5,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCH,Doctorfish,100,18,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCH,Doctorfish,100,17.5,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,ACANCH,Doctorfish,100,16,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,SERRFU,Coney,100,17,TL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,HOLOAD,Squirrelfish,100,22,FL,
1/28/16,Uncle Fred,"LT, LL",Little Bay,1,100,pots,6,BALIVE,Queen Triggerfish,100,30,FL,
1/30/16,Jack Allen,"LT, SR",Carr's Bay,NA,NA,pots,NA,SERRGU,Red Hind,NA,36.5,TL,
1/30/16,Jack Allen,"LT,SR",Carr's Bay,NA,NA,pots,NA,BALIVE,Queen Triggerfish,NA,20,FL,
1/30/16,Jack Allen,"LT, SR",Carr's Bay,NA,NA,pots,NA,HOLOAD,Squirrelfish,NA,22.5,FL,
1/30/16,Jack Allen,"LT,SR",Carr's Bay,NA,NA,pots,NA,HOLOAD,Squirrelfish,NA,22,FL,
2/1/16,NA,"LT,RR",Moose (Little Bay),NA,NA,pots,NA,SERRGU,Red Hind,NA,33,TL,
2/1/16,NA,"LT,RR",Moose (Little Bay),NA,NA,pots,NA,SERRGU,Red Hind,NA,37,TL,
2/1/16,NA,"LT,RR",Moose (Little Bay),NA,NA,pots,NA,SERRGU,Red Hind,NA,36,TL,
2/1/16,NA,"LT,RR",Moose (Little Bay),NA,NA,pots,NA,SERRGU,Red Hind,NA,31.5,TL,
2/1/16,NA,"LT,RR",Moose (Little Bay),NA,NA,pots,NA,BALIVE,Queen Triggerfish,NA,33.5,FL,
2/1/16,NA,"LT,RR",Moose (Little Bay),NA,NA,pots,NA,BALIVE,Queen Triggerfish,NA,24,FL,
2/1/16,NA,"LT,RR",Moose (Little Bay),NA,NA,pots,NA,LUTJMA,Mahogany snapper,NA,24.5,FL,
2/1/16,NA,"LT,RR",Moose (Little Bay),NA,NA,pots,NA,LUTJMA,Mahogany snapper,NA,21.5,FL,
2/1/16,NA,"LT,RR",Moose (Little Bay),NA,NA,pots,NA,LUTJSY,Lane snapper,NA,26,FL,
2/1/16,NA,"LT,RR",Moose (Little Bay),NA,NA,pots,NA,LUTJSY,Lane snapper,NA,24.5,FL,
2/4/16,"Deep,Nathan (?)",RR,Carr's Bay,1,25,pots,NA,BALIVE,Queen triggerfish,60,37,FL,
2/4/16,"Deep,Nathan (?)",RR,Carr's Bay,1,25,pots,NA,BALIVE,Queen triggerfish,60,36,FL,
2/4/16,"Deep,Nathan (?)",RR,Carr's Bay,1,25,pots,NA,BALIVE,Queen triggerfish,60,25,FL,
2/4/16,"Deep,Nathan (?)",RR,Carr's Bay,1,25,pots,NA,BALIVE,Queen triggerfish,60,29,FL,
2/4/16,"Deep,Nathan (?)",RR,Carr's Bay,1,25,pots,NA,BALIVE,Queen triggerfish,60,25,FL,
2/4/16,"Deep,Nathan (?)",RR,Carr's Bay,1,25,pots,NA,BALIVE,Queen triggerfish,60,25,FL,
2/4/16,"Deep,Nathan (?)",RR,Carr's Bay,1,25,pots,NA,BALIVE,Queen triggerfish,60,27,FL,
2/4/16,"Deep,Nathan (?)",RR,Carr's Bay,1,25,pots,NA,SERRGU,Red Hind,30,36,TL,
2/4/16,"Deep,Nathan (?)",RR,Carr's Bay,1,25,pots,NA,SERRGU,Red Hind,,29,TL,
2/4/16,"Deep,Nathan (?)",RR,Carr's Bay,1,25,pots,NA,SERRGU,Red Hind,,33,TL,
2/4/16,"Deep,Nathan (?)",RR,Carr's Bay,1,25,pots,NA,SERRGU,Red Hind,,34,TL,
2/4/16,"Deep,Nathan (?)",RR,Carr's Bay,1,25,pots,NA,SERRGU,Red Hind,,29,TL,
2/23/16,"Deep,Nathan",RR,Carr's Bay,2,10,pots,25,SERRGU,Red Hind,? Did not see all - some customers unwillin to wait for measurin ,39,TL,
2/23/16,"Deep,Nathan",RR,Carr's Bay,2,10,pots,25,SERRGU,Red Hind,?,36.5,TL,
2/23/16,"Deep,Nathan",RR,Carr's Bay,2,10,pots,25,SERRGU,Red Hind,?,29,TL,
2/23/16,"Deep,Nathan",RR,Carr's Bay,2,10,pots,25,SERRGU,Red Hind,?,29.5,TL,
2/23/16,"Deep,Nathan",RR,Carr's Bay,2,10,pots,25,BALIVE,Queen triggerfish,?,29,FL,
2/23/16,"Deep,Nathan",RR,Carr's Bay,2,10,pots,25,BALIVE,Queen triggerfish,?,31.5,FL,
2/23/16,"Deep,Nathan",RR,Carr's Bay,2,10,pots,25,BALIVE,Queen triggerfish,?,34,FL,
2/23/16,"Deep,Nathan",RR,Carr's Bay,2,10,pots,25,ACANCO,Blue tang,?,17,FL,
2/23/16,"Deep,Nathan",RR,Carr's Bay,2,10,pots,25,HOLOAD,Squirrelfish,?,21,FL,
2/23/16,"Deep,Nathan",RR,Carr's Bay,2,10,pots,25,HOLOAD,Squirrelfish,?,21.5,FL,
2/23/16,"Deep,Nathan",RR,Carr's Bay,2,10,pots,25,HOLOAD,Squirrelfish,?,20.5,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,SERRGU,Red Hind,40,31,TL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,SERRGU,Red Hind,40,30,TL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,SERRGU,Red Hind,40,36,TL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,SERRGU,Red Hind,40,28,TL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,BALIVE,Queen triggerfish,40,35,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,BALIVE,Queen triggerfish,40,26.5,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,BALIVE,Queen triggerfish,40,31,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,BALIVE,Queen triggerfish,40,27,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,BALIVE,Queen triggerfish,40,23,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,BALIVE,Queen triggerfish,40,33.5,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,ACANCO,Blue tang,40,21,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,ACANCO,Blue tang,40,15,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,ACANCO,Blue tang,40,24,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,ACANCO,Blue tang,40,15,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,ACANCO,Blue tang,40,17,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,ACANCO,Blue tang,40,19,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,ACANCO,Blue tang,40,17.5,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,ACANCO,Blue tang,40,15,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,ACANCO,Blue tang,40,24.8,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,HOLOAD,Squirrelfish,40,20.5,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,HOLOAD,Squirrelfish,40,23.5,FL,
4/19/16,Jack Allen,RR,Carr's Bay,"1,2",40,pots,NA,HOLOAD,Squirrelfish,40,19.5,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,40,30,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,40,27,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,40,30,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,40,35,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,40,29,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,40,35,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,40,33,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,40,28.5,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,40,30,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,32,TL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,32,TL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,29,TL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,27.5,TL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,29.5,TL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,ACANCO,Blue tang,25,20,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,ACANCO,Blue tang,25,19,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,ACANCO,Blue tang,25,16.5,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,ACANCO,Blue tang,25,17,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,ACANCO,Blue tang,25,19,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,ACANCO,Blue tang,25,17.25,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,HOLOAD,Squirrelfish,25,23.5,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,HOLOAD,Squirrelfish,25,23,FL,
4/20/16,"Deep,Nathan",RR,Carr's Bay,"1,2",25,pots,,LUTJVI,Silk Snapper,25,28,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,,34,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,,33,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,,36,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,,31.5,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,,28,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,,29.5,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,,33,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,,36.5,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,,35,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,,36,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,,35,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,BALIVE,Queen Triggerfish,,42,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,BALIVE,Queen Triggerfish,,30.5,FL,
5/4/16,Jack,RR,Carr's Bay,"1,2",15,pots,,BALIVE,Queen Triggerfish,,26.5,FL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,HOLOAD,Squirrelfish,60,20.5,FL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,HOLOAD,Squirrelfish,60,21,FL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,HOLOAD,Squirrelfish,60,18.5,FL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,31,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,31.5,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,32,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,32,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,33,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,34,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,33,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,30.5,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,29,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,32,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,37,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,36.5,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,33,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,34,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,39,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,35,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,30,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,41,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,40,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,33,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,34,TL,
6/21/16,Deep (aka John Allan),"AS,RR",Little Bay,"1,2",15,pots,,SERRGU,Red Hind,85,33.5,TL,
